,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,trial,rt,response,gain,loss,sure,mean,std,2.5q,25q,50q,75q,97.5q,mc err,map
v_gain_subj.3,v_gain_subj,True,False,True,v_gain_subj.3,(),['subj_idx'],False,3,,,,,,,0.1042904285272956,0.012915536521997137,0.07946556879967906,0.09548116192665301,0.10402468314273074,0.11291190082065442,0.1306012560661237,0.0004344818191662601,0.07728695451885084
v_gain_subj.4,v_gain_subj,True,False,True,v_gain_subj.4,(),['subj_idx'],False,4,,,,,,,-0.019899722626603798,0.020218774482178695,-0.05960377281234233,-0.033434911680845544,-0.01967079181739765,-0.006410125402914038,0.0201650408004601,0.0007623678080119331,-0.04460047096674624
v_gain_subj.5,v_gain_subj,True,False,True,v_gain_subj.5,(),['subj_idx'],False,5,,,,,,,0.06338721703337843,0.01680933863124478,0.03040086609716413,0.051982825067730415,0.06294193548536176,0.07492141559139727,0.09715704717667875,0.0005750239041637339,0.04622941251620234
v_gain_subj.6,v_gain_subj,True,False,True,v_gain_subj.6,(),['subj_idx'],False,6,,,,,,,0.10751027685305431,0.015210473469984767,0.07743051247239217,0.09736197379924616,0.1076085939549381,0.1181812808245174,0.13655835962131618,0.0005322049348146933,0.09836351811555809
v_gain_subj.7,v_gain_subj,True,False,True,v_gain_subj.7,(),['subj_idx'],False,7,,,,,,,0.14189022064072912,0.015232280025866964,0.11228214608375224,0.1314995438684526,0.1421093408032649,0.15221208158729607,0.17246474955843183,0.0005677811986976437,0.12569293362387174
v_gain_subj.8,v_gain_subj,True,False,True,v_gain_subj.8,(),['subj_idx'],False,8,,,,,,,-0.0030047578138175665,0.011794066074774316,-0.025888038674939263,-0.011199921296986715,-0.0029768165260898767,0.004985262547993162,0.02037976061793661,0.0004345529240564839,-0.027196271713053423
v_gain_subj.9,v_gain_subj,True,False,True,v_gain_subj.9,(),['subj_idx'],False,9,,,,,,,0.13383978574410008,0.015412920227891676,0.10363329660769338,0.12356090551862961,0.13376247301566324,0.14401164968613706,0.16400501171915444,0.0006241944932105464,0.12076538255321526
v_gain_subj.10,v_gain_subj,True,False,True,v_gain_subj.10,(),['subj_idx'],False,10,,,,,,,0.027065163439003934,0.010378247867217779,0.007326062422961459,0.020034783704038172,0.026979347693241854,0.033958017439197706,0.04755183967284522,0.0003374383648826569,0.004548733121748151
v_gain_subj.11,v_gain_subj,True,False,True,v_gain_subj.11,(),['subj_idx'],False,11,,,,,,,-0.058480053486857544,0.016670010420816228,-0.09135330959633257,-0.06918642661147882,-0.05850354603757848,-0.04761592177549791,-0.025717237410186083,0.000546387635542739,-0.07652126266123521
v_gain_subj.12,v_gain_subj,True,False,True,v_gain_subj.12,(),['subj_idx'],False,12,,,,,,,0.0751427841862068,0.012921024929409055,0.04929398777897188,0.06651958840364719,0.07518776995911149,0.08388893366729075,0.1012588421492917,0.0004250077529700154,0.05109952297764957
v_gain_subj.13,v_gain_subj,True,False,True,v_gain_subj.13,(),['subj_idx'],False,13,,,,,,,0.04875289601656064,0.013266603274561037,0.02194091946579315,0.04013808093952946,0.0486574143455266,0.05779140461526154,0.07530086210487362,0.000505747572578752,0.027846577842856345
v_gain_subj.14,v_gain_subj,True,False,True,v_gain_subj.14,(),['subj_idx'],False,14,,,,,,,0.13220488432021965,0.013194933439659775,0.10591935677617247,0.12342310380669934,0.13196994268494666,0.1408684172710433,0.15887511888242262,0.000496694932381089,0.11072325994702736
v_gain_subj.15,v_gain_subj,True,False,True,v_gain_subj.15,(),['subj_idx'],False,15,,,,,,,0.12229574767637674,0.012513760650624015,0.09811690183588342,0.11380990283354413,0.12227667916686016,0.13053343241851567,0.14692768660324193,0.0004253561097561538,0.10327243553151498
v_gain_subj.16,v_gain_subj,True,False,True,v_gain_subj.16,(),['subj_idx'],False,16,,,,,,,0.039131764702174665,0.010278953798227294,0.01929320037712718,0.032188136561743984,0.039219877301555635,0.04616978686212639,0.05947551095907519,0.00039059839490331716,0.00885544563503965
v_gain_subj.17,v_gain_subj,True,False,True,v_gain_subj.17,(),['subj_idx'],False,17,,,,,,,0.010017986789786758,0.014023227164167127,-0.01782342484860501,0.0009786892556704757,0.010081792552112182,0.01931772898666738,0.03663759590567466,0.0004883914573041049,-0.021174665699879847
v_gain_subj.18,v_gain_subj,True,False,True,v_gain_subj.18,(),['subj_idx'],False,18,,,,,,,-0.03467018033705709,0.014746098535133511,-0.06349270099191848,-0.044706386221921635,-0.03492789545607833,-0.024596591991700924,-0.006317211466104131,0.0005726177628531119,-0.06106454987717018
v_gain_subj.19,v_gain_subj,True,False,True,v_gain_subj.19,(),['subj_idx'],False,19,,,,,,,0.10520911693870334,0.013256871587472572,0.07867156991554863,0.09644095747766546,0.10508235754417602,0.11420072756811332,0.13134394747671496,0.00047540171428948213,0.08340880868644891
v_gain_subj.20,v_gain_subj,True,False,True,v_gain_subj.20,(),['subj_idx'],False,20,,,,,,,0.07851967580317301,0.016071090833679174,0.04697036177905656,0.0677024220295029,0.07849330772063107,0.08967249025757058,0.10936339261822953,0.0005529345833031386,0.0708244606346348
v_gain_subj.21,v_gain_subj,True,False,True,v_gain_subj.21,(),['subj_idx'],False,21,,,,,,,0.052486205656650416,0.009029285655520535,0.034699949682383546,0.04650055300596714,0.052488975764880916,0.05859559309883611,0.0697381349320304,0.0002528944945859738,0.034425628289234254
v_gain_subj.22,v_gain_subj,True,False,True,v_gain_subj.22,(),['subj_idx'],False,22,,,,,,,-0.05039707657970135,0.02049894461414176,-0.09083237247029301,-0.06400957833942439,-0.05028557585036604,-0.036721150746680656,-0.010944429254763466,0.0006603984512086483,-0.07965852020045121
v_gain_subj.23,v_gain_subj,True,False,True,v_gain_subj.23,(),['subj_idx'],False,23,,,,,,,-0.03503540863488423,0.011803127334153255,-0.057477300826696165,-0.0431545455705708,-0.035246225792828954,-0.027267275755397863,-0.011329832758861576,0.00037715773362992334,-0.04762701547732614
v_gain_subj.24,v_gain_subj,True,False,True,v_gain_subj.24,(),['subj_idx'],False,24,,,,,,,0.05689225661549446,0.018458376694419184,0.02001764715636241,0.04439736990195,0.05678422866518222,0.06969003611182822,0.09256731864359473,0.0005585651993580416,0.032631741237072256
v_gain_subj.25,v_gain_subj,True,False,True,v_gain_subj.25,(),['subj_idx'],False,25,,,,,,,0.08393556762526351,0.010515880858126677,0.06395868979295052,0.076823147041374,0.08382376026407534,0.09085643723753006,0.10512784361896016,0.0003643987045408313,0.061868369287759975
v_gain_subj.26,v_gain_subj,True,False,True,v_gain_subj.26,(),['subj_idx'],False,26,,,,,,,0.12215637406019689,0.011793684257761299,0.09910895721324034,0.11439183279433462,0.12229196715602958,0.13006656441804504,0.14464147897508944,0.0005013692656345577,0.10395266588913495
v_gain_subj.27,v_gain_subj,True,False,True,v_gain_subj.27,(),['subj_idx'],False,27,,,,,,,0.021102000136755002,0.015597065103264751,-0.008782190429066347,0.01055159107590303,0.020904255780258882,0.031222582365431826,0.052592591457809805,0.0005597020909667006,-0.012109410378516991
v_gain_subj.28,v_gain_subj,True,False,True,v_gain_subj.28,(),['subj_idx'],False,28,,,,,,,0.13916576892609706,0.018288133202729262,0.10439126701322088,0.12667898515990983,0.13896837345373614,0.15156169775431108,0.17532917738629097,0.0007449305558813813,0.11958663925437543
v_gain_subj.29,v_gain_subj,True,False,True,v_gain_subj.29,(),['subj_idx'],False,29,,,,,,,0.1451802293339663,0.017248709361510652,0.11184543866536968,0.13324816596300956,0.14532178871512705,0.15634459371279708,0.17887643881199122,0.0006245812242570226,0.11843351418808866
v_gain_subj.30,v_gain_subj,True,False,True,v_gain_subj.30,(),['subj_idx'],False,30,,,,,,,0.028699386833660228,0.014806619893320185,-5.916912837128016e-05,0.01893666115137789,0.028619294643153558,0.038782700211892514,0.05781279163141437,0.0004962407289697655,0.0029720284957066526
v_gain_subj.31,v_gain_subj,True,False,True,v_gain_subj.31,(),['subj_idx'],False,31,,,,,,,0.22686394891452186,0.020812620849834384,0.1860751659350501,0.2130122736640061,0.2264564518282929,0.24093507704941702,0.26822822085812564,0.0007667554040573269,0.21815410352070402
v_gain_subj.32,v_gain_subj,True,False,True,v_gain_subj.32,(),['subj_idx'],False,32,,,,,,,0.18752304575097667,0.017077945595258364,0.15373569556164707,0.1764125046611242,0.1875233967524833,0.19879144716169503,0.22162203125453056,0.0006918223179342862,0.17576581151724255
v_gain_subj.33,v_gain_subj,True,False,True,v_gain_subj.33,(),['subj_idx'],False,33,,,,,,,0.1315388509532799,0.016903338976698285,0.09909809245028099,0.11974780638381444,0.13165435961479985,0.1431310191026272,0.1650016840078605,0.0005885207261120927,0.12224312668122674
v_gain_subj.34,v_gain_subj,True,False,True,v_gain_subj.34,(),['subj_idx'],False,34,,,,,,,0.24006354931882443,0.021229437708852675,0.20015911509739404,0.22564178676500884,0.239766358769805,0.2542606381004585,0.28203316560828917,0.0007585645226316038,0.22926443738726968
v_gain_subj.35,v_gain_subj,True,False,True,v_gain_subj.35,(),['subj_idx'],False,35,,,,,,,0.21135338379410984,0.016511217508218837,0.17874399699766963,0.20011156602620953,0.21129115768990936,0.2224275888391556,0.2429476623104288,0.0007432490633268068,0.19388038210919414
v_gain_subj.36,v_gain_subj,True,False,True,v_gain_subj.36,(),['subj_idx'],False,36,,,,,,,0.13472163383821262,0.014622972060743984,0.10722466814854872,0.12471955568858968,0.13467737400813196,0.14461262889317766,0.16339070514610907,0.0004729969676605817,0.10918985186070379
v_gain_subj.37,v_gain_subj,True,False,True,v_gain_subj.37,(),['subj_idx'],False,37,,,,,,,0.09416837786016222,0.02112595912838782,0.05174341635813229,0.07977509724599707,0.0945403511106386,0.1087543164848831,0.13427640163298146,0.0008672003380305396,0.07263788746084428
v_gain_subj.38,v_gain_subj,True,False,True,v_gain_subj.38,(),['subj_idx'],False,38,,,,,,,0.16347442937640974,0.013596242960388479,0.1362012282913879,0.15439425737898207,0.16373473674091896,0.17314717298635926,0.18880281560948103,0.000491012054677953,0.14543791154662364
v_gain_subj.39,v_gain_subj,True,False,True,v_gain_subj.39,(),['subj_idx'],False,39,,,,,,,0.14933627882804842,0.014222846818033617,0.12213249111197041,0.13957315387215366,0.14914514689914984,0.15851898852104193,0.17825776882156225,0.0005469024610379762,0.13849764193767816
v_loss,v_loss,True,False,False,v_loss,(),[],False,,,,,,,,0.16029860029057247,0.011659632049623432,0.1372546664476855,0.15266759620370937,0.15993133682564933,0.16791509124894086,0.1841236262875859,0.0002015640812135378,0.14175339523773825
v_loss_std,v_loss_std,True,False,False,v_loss_std,(),[],False,,,,,,,,0.07001888707774265,0.009191872524679416,0.054483159920190746,0.06353384417830765,0.06916613776792271,0.07563296091224497,0.09019832372087125,0.00021445911062278173,0.061992478806655475
v_loss_tau,v_loss_tau,False,False,False,v_loss_tau,(),[],True,,,,,,,,,,,,,,,,260.20880939004246
v_loss_subj.1,v_loss_subj,True,False,True,v_loss_subj.1,(),['subj_idx'],False,1,,,,,,,0.24991344870576163,0.020397354022887358,0.2107291329444982,0.2358367504193564,0.24976903668159178,0.2635147536410173,0.2909691150241046,0.0009141175851656872,0.2200513514961146
v_loss_subj.2,v_loss_subj,True,False,True,v_loss_subj.2,(),['subj_idx'],False,2,,,,,,,0.17186876300003087,0.01715747659561273,0.13833474562937642,0.16031054688821572,0.17210623403615846,0.18355694433177017,0.20570086144513638,0.0006393916728861986,0.15837021664747963
v_loss_subj.3,v_loss_subj,True,False,True,v_loss_subj.3,(),['subj_idx'],False,3,,,,,,,0.1964220461812696,0.017313811236040293,0.1628217088847174,0.18458997619069115,0.1962643204023149,0.20838584631157744,0.22995534635572729,0.000549192738667095,0.18241687401783627
v_loss_subj.4,v_loss_subj,True,False,True,v_loss_subj.4,(),['subj_idx'],False,4,,,,,,,0.13269481969369165,0.02100159504433491,0.0926395944917991,0.11873159386916571,0.1318881931836488,0.1468192309118239,0.1756334080208342,0.0006936284971088589,0.1155684662516148
v_loss_subj.5,v_loss_subj,True,False,True,v_loss_subj.5,(),['subj_idx'],False,5,,,,,,,0.1479820114222573,0.017152835044312188,0.11520926030608536,0.1362098904945909,0.14821518961425845,0.15972713929658283,0.1810038163690644,0.0005809633654700809,0.13026541427571714
v_loss_subj.6,v_loss_subj,True,False,True,v_loss_subj.6,(),['subj_idx'],False,6,,,,,,,0.15378629333090066,0.015295000934019429,0.12455453759501585,0.14358918643497365,0.15370186794075077,0.1638948760303359,0.18413796597968074,0.0005433821852674169,0.1365809739483782
v_loss_subj.7,v_loss_subj,True,False,True,v_loss_subj.7,(),['subj_idx'],False,7,,,,,,,0.20602064384595792,0.016368178695387654,0.17353945294386752,0.19515546753648633,0.20623500485677734,0.21680689015163518,0.2388730611095545,0.0005871662368188228,0.18650569837696146
