,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,response,rt,gain,loss,mean,std,2.5q,25q,50q,75q,97.5q,mc err,map
a_subj.23,a_subj,True,False,True,a_subj.23,(),['subj_idx'],False,23,,,,,1.7970276625420356,0.07733585117445649,1.6550852318352203,1.7411858736417514,1.794506101331216,1.8481354560630603,1.9574484345820289,0.0019276439468033039,1.6801527342941576
a_subj.24,a_subj,True,False,True,a_subj.24,(),['subj_idx'],False,24,,,,,1.9446977414644575,0.2932499313914953,1.4295750781413448,1.7362291100850138,1.927315787333228,2.1300852108512656,2.5812169907835862,0.008762761679541866,1.4847573985879372
a_subj.25,a_subj,True,False,True,a_subj.25,(),['subj_idx'],False,25,,,,,1.730010464546348,0.06832102941296019,1.6037596103088914,1.6842510203492245,1.7277569057772109,1.7741309425123557,1.8735878492065128,0.0015842689281857364,1.6482719462329736
a_subj.26,a_subj,True,False,True,a_subj.26,(),['subj_idx'],False,26,,,,,2.371511811224395,0.08949390129885287,2.2018299224760964,2.309786115646828,2.369341950266551,2.4297380796390016,2.5558601751789243,0.0023397106968069277,2.100912088288589
a_subj.27,a_subj,True,False,True,a_subj.27,(),['subj_idx'],False,27,,,,,3.2158708066169495,0.13666882004999273,2.9637091301569467,3.1206258340614026,3.2113493313891435,3.3059409804325566,3.499724583976299,0.004235169618816803,2.5513395278092497
a_subj.28,a_subj,True,False,True,a_subj.28,(),['subj_idx'],False,28,,,,,2.473754157809536,0.1018072845041504,2.283005070848614,2.403591797604251,2.471613304088178,2.540783503719878,2.680315475090705,0.002923771822281997,2.147696012642027
a_subj.29,a_subj,True,False,True,a_subj.29,(),['subj_idx'],False,29,,,,,3.150800506661106,0.2097729911795147,2.7802267928408115,3.001071143756105,3.1371875139894154,3.288558365041955,3.596040593199361,0.007005753896898175,2.098457226069071
a_subj.30,a_subj,True,False,True,a_subj.30,(),['subj_idx'],False,30,,,,,2.400258385853563,0.11076873431962342,2.188762519824716,2.32353627002605,2.399078189651177,2.472751401067701,2.631338522068928,0.0028643494251499044,1.9741934329502144
a_subj.31,a_subj,True,False,True,a_subj.31,(),['subj_idx'],False,31,,,,,1.9315925636331404,0.07919806099989576,1.7846797034135584,1.8776753690214192,1.9277190761180454,1.9819993602449624,2.0934167909608026,0.0018300491499240196,1.7344142209449667
a_subj.32,a_subj,True,False,True,a_subj.32,(),['subj_idx'],False,32,,,,,1.9262875610505432,0.08930297006927335,1.7617183847994569,1.8628343822387705,1.9259711035919294,1.9847449248655324,2.107190996580141,0.0021698596927668193,1.6746217342943623
a_subj.33,a_subj,True,False,True,a_subj.33,(),['subj_idx'],False,33,,,,,2.6393589747574153,0.14704015503284548,2.38027348448664,2.5347466313804814,2.6289190504411817,2.735420683562137,2.9429073728020274,0.004133287888168086,1.984779142712031
a_subj.34,a_subj,True,False,True,a_subj.34,(),['subj_idx'],False,34,,,,,2.4521215767075737,0.09558995966225202,2.2683454228714632,2.388496181485266,2.447629905961442,2.512707425746446,2.6493270477792894,0.002288457603631224,2.1478174133711128
